name,Description,Location,tags
Alacrity,AI Based Account Takeover Prevention Platform,"San Francisco, CA, USA","W24,B2B"
Ångström AI,Fast Gen AI molecular simulations that reproduce wetlab results,"San Francisco, CA, USA","S24,Healthcare,Drug Discovery and Delivery"
ParcelBio,Next-generation mRNA medicines,"San Francisco, CA, USA","W24,Healthcare,Therapeutics"
Coval,Simulation & Evaluation for AI Agents,"San Francisco, CA, USA","S24,B2B,Engineering, Product and Design"
K-Scale Labs,Open-source humanoid robots,"Palo Alto, CA, USA","W24,Consumer,Consumer Electronics"
Marr Labs,AI-voice agents that are indistinguishable from humans.,"San Francisco, CA, USA","W24,B2B"
Forge Rewards,Starbucks memberships for restaurants,"San Francisco, CA, USA","W24,B2B"
FanCave,Powering the free agency of college sports,"Roeland Park, KS, USA","W24,Consumer"
RetailReady,An AI-powered supply chain compliance engine,,"W24,B2B,Supply Chain and Logistics"
Million,"Make websites fast, automatically","San Francisco, CA, USA","W24,B2B"
NowHouse,NowHouse is building a new Broadridge.,,"W24,Fintech"
Crux,Embedded AI Copilots on Structured Data,,"W24,B2B,Analytics"
Reprompt,AI Data Agents for reading complex documents and websites,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
InspectMind AI,"Write Construction Inspections Reports using AI, up to 10x faster","San Francisco, CA, USA","W24,Real Estate and Construction,Construction"
Yarn,Make sales and marketing videos with AI.,"San Francisco, CA, USA","W24,B2B"
Blacksmith,Serverless cloud infra for CI,,"W24,B2B,Infrastructure"
CrowdVolt,Bid/ask style ticket exchange powered by automated order fulfillment,"NY, USA","W24,Consumer"
kater.ai,Deliver complete data analysis from a single question,"San Francisco, CA, USA","W24,B2B,Analytics"
MathGPTPro,Ultimate AI Math Problem Solver to Revolutionize Personalized Learning,"Santa Clara, CA, USA","W24,Education"
Tower,Copilot for in-house legal teams.,"San Francisco, CA, USA","W24,B2B,Legal"
Quivr,Open Source Chat-Powered Second Brain,,"W24,B2B,Productivity"
Dragoneye,Helping devs build computer vision models automatically,"New York, NY, USA","W24,B2B,Engineering, Product and Design"
renderlet,Build interactive applications that run anywhere,"New York, NY, USA","W24,B2B,Engineering, Product and Design"
Fume,We are building the AI Software Developer,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
Numo,The offshore bank for international contractors,"San Francisco, CA, USA","W24,Fintech,Banking and Exchange"
Forge,Procurement software for hardware companies,,"W24,B2B"
Taiki,Universal API for tax data,,"W24,B2B,Engineering, Product and Design"
Konstructly,The Modern Operating System for Construction,"London, England, United Kingdom","W24,B2B"
Pico,Pico organizes and takes action on your iPhone screenshots,,"W24,Consumer"
Granza Bio,Cancer targeting attack particles,"San Francisco, CA, USA","W24,Healthcare,Therapeutics"
Haplotype Labs,Personalized prevention using genetics and AI,Remote,"W24,Healthcare,Diagnostics"
Healia,Modern health insurance for dual income families,,"W24,Fintech,Insurance"
TrueClaim,"Transparent, AI-powered healthcare TPA.","San Francisco, CA, USA","W24,Healthcare"
CoCrafter,B2B construction marketplace to match contractors and subcontractors.,"Munich, BY, Germany","W24,Real Estate and Construction,Construction"
Reform,Retool for logistics companies,"San Francisco, CA, USA","W24,B2B,Supply Chain and Logistics"
Piramidal,Foundation Model for the Brain,"San Francisco, CA, USA","W24,Healthcare"
Junction Bioscience,AI Hypothesis Engine for Molecular Discovery,"San Francisco, CA, USA","W24,Healthcare,Therapeutics"
Evolvere BioSciences,Making Next-Generation Antibiotics that Outsmart Bacterial Evolution,"Oxford, England, United Kingdom","S24,Healthcare,Therapeutics"
Spur,Spur is your AI QA Engineer. Test your websites with natural language.,"San Francisco, CA, USA","S24,B2B,Engineering, Product and Design"
OddsView,The Bloomberg Terminal of Sports Betting,"New York, NY, USA","W24,Consumer"
Silogy,An AI-powered test and debug platform for chip developers,"New York, NY, USA","W24,B2B,Engineering, Product and Design"
Senso,AI-Powered Knowledge Base for Customer Support,"Toronto, ON, Canada","W24,B2B,Analytics"
Eris Biotech,Our drugs engage the immune system to fight tumors,"American Fork, UT, USA","W24,Healthcare,Therapeutics"
Powder,AI Agents for precise document analysis,,"W24,Fintech,Asset Management"
OpenFoundry,The fastest developer experience for building on open source AI.,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
GoldenBasis,Modern back-office software for brokerages,"San Francisco, CA, USA","W24,Fintech,Banking and Exchange"
Penciled,Generative AI voice agents for healthcare,,"W24,Healthcare,Healthcare IT"
Magic Hour,Platform for AI video generation.,"San Francisco, CA, USA","W24,Consumer,Content"
Ryse,The secondary market for real estate leases,"New York, NY, USA","W24,B2B"
Lumona,AI-enabled search engine featuring perspectives from social media.,"San Francisco, CA, USA","W24,Consumer"
Datacurve,Curated data for training LLMs,,"W24,B2B"
Marblism,Generate a fully-functional web app from a single prompt,,"W24,B2B,Engineering, Product and Design"
CommodityAI,AI-Powered Shipment Management for Commodity Traders,"San Francisco, CA, USA","W24,B2B,Supply Chain and Logistics"
Veles,Copilot for Enterprise Software Sales,"Santa Barbara, CA, USA","W24,B2B,Sales"
Miden,Miden is a card issuer processor and core banking for businesses in…,"Ikeja, LA, Nigeria","W24,Fintech"
Fluently,AI-powered speaking coach for calls,Remote,"W24,B2B,Productivity"
Basepilot,"AI coworkers to automate browser work, in minutes.","San Francisco, CA, USA","W24,B2B,Productivity"
Aqua Voice,Voice-only text editor,"San Francisco, CA, USA","W24,Consumer"
Fileforge,API For PDF Document Workflows,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
xPay,"International Billing Ops, Sales Tax and Payments for SaaS businesses","San Francisco, CA, USA","W24,Fintech,Payments"
DeepNight,Building The Next Generation of Night Vision Devices,"San Francisco, CA, USA","W24,Government"
Vista Power,Modular battery energy storage for businesses,"San Francisco, CA, USA","W24,Industrials,Energy"
ForEffect,AI Video Effects,"San Francisco, CA, USA","W24,Consumer,Content"
Ocular AI,The Open Core Enterprise Search and Generative AI Platform,"San Francisco, CA, USA","W24,B2B"
Retell AI,Supercharge Your Contact Center Operations with AI Phone Agents,,"W24,B2B,Infrastructure"
Rove,The first travel credit card for Generation Z.,"New York, NY, USA","W24,Fintech,Credit and Lending"
camelAI,Connect your tools to AI. Talk to your tools and take action.,"Austin, TX, USA","W24,B2B,Engineering, Product and Design"
Spark,AI-powered workflows for large-scale clean energy,,"W24,B2B"
Titan,Open-source toolkit for data compliance,"San Francisco, CA, USA","W24,B2B,Infrastructure"
Terrakotta,AI platform for phone-first sellers,"San Francisco, CA, USA","W24,B2B,Sales"
Stacksync,Real-time and two-way sync between CRMs and Databases,,"W24,B2B,Engineering, Product and Design"
Hatchet,Background task orchestration and visibility,"New York, NY, USA","W24,B2B,Infrastructure"
Shepherd,Every student's personalized learning assistant,Remote,"W24,Education"
Sonauto,Create hit songs with AI,"San Francisco, CA, USA","W24,Consumer,Content"
BiteSight,The video-first food delivery app. Imagine TikTok meets DoorDash.,,"W24,Consumer,Social"
Velorum Therapeutics,Powerful cancer drugs that starve tumors,"San Francisco, CA, USA","W24,Healthcare,Therapeutics"
Zep AI,The Memory Foundation For Your AI Stack,"San Francisco, CA, USA","W24,B2B"
Openmart,AI alternative to ZoomInfo,,"W24,B2B"
Triply,Operating system for travel businesses in Africa with embedded finance,"Nairobi, Nairobi County, Kenya","W24,B2B,Operations"
Amber AI,Super app for kids ,,"W24,Education"
Thorntale,Easiest way for post-sales teams to create data-driven presentations,"San Francisco, CA, USA","W24,B2B,Analytics"
Alai,Create high quality presentations faster using AI,,"W24,B2B"
PocketPod,AI generated podcasts tailored to your interests,"San Francisco, CA, USA","W24,Consumer"
Sample,Automating reimbursement for healthcare providers.,"San Francisco, CA, USA","W24,Healthcare,Healthcare IT"
Brainbase,AI workflow automations for enterprise,"San Francisco, CA, USA","W24,B2B"
Focal,AI video creation tool for TV shows and movies,"San Francisco, CA, USA","W24,Consumer,Content"
Givefront,Banking for Nonprofits,,"W24,Fintech,Banking and Exchange"
Cleva,USD banking platform for Africa,"Lagos, LA, Nigeria","W24,Fintech"
Oma Care,Get paid for taking care of your parents. ,"San Francisco, CA, USA","W24,Healthcare,Healthcare Services"
Ligo Biosciences,Generative enzyme design for the chemical industry.,"San Francisco, CA, USA","S24,Healthcare,Industrial Bio"
Artos,"Turning science into regulatory submissions in minutes, not months.",,"W24,B2B"
Model ML,AI tool for private equity firms and investment banks.,"London, England, United Kingdom","W24,B2B,Finance and Accounting"
BetterBasket,Pricing for grocers with competitive data,"San Francisco, CA, USA","W24,B2B,Analytics"
Circleback,AI-powered meeting productivity suite,,"W24,B2B,Productivity"
just words,Scale hyper-personalized messaging with AI,,"W24,B2B,Marketing"
ACX,Therapeutics inspired by bacteria's natural killing abilities,"San Francisco, CA, USA","S24,Healthcare,Industrial Bio"
Risotto,Risotto auto-solves IT support requests using AI,"San Francisco, CA, USA","W24,B2B,Operations"
DianaHR,An AI-Powered HR Person ,"San Francisco, CA, USA","W24,B2B,Human Resources"
HeartByte,GenAI Webtoon. Creator write fictions 10x faster.,"San Francisco, CA, USA","W24,Consumer,Content"
Yondu,Grocery Store Automation with Intelligent Robotics,"San Francisco, CA, USA","W24,B2B,Retail"
dawn,Analytics for AI products.,,"W24,B2B,Engineering, Product and Design"
Lumina,AI Search Engine for Research,"San Francisco, CA, USA","W24,Consumer"
Centauri AI,The Modern ETL and Data Science Platform for Finance,"Alameda, CA, USA","W24,Fintech,Asset Management"
ProSights,AI-Native Operating System for the Modern Investment Firm,"New York, NY, USA","W24,B2B,Productivity"
Manifold Freight,Aggregating Spot Freight Opportunities for Carriers,"Seattle, WA, USA","W24,B2B,Supply Chain and Logistics"
edgetrace,Real-world video understanding models,,"W24,B2B"
Clarum,AI-powered investment due diligence,"San Francisco, CA, USA","W24,B2B,Finance and Accounting"
Opencall.ai,AI call centers for any business,,"W24,B2B"
Voicepanel,Better surveys with AI,,"W24,B2B,Analytics"
Petra Security,Cybersecurity,"San Francisco, CA, USA","W24,Consumer,Social"
Abel,Transforming document review for litigation teams,"San Francisco, CA, USA","W24,B2B,Legal"
OffDeal,AI-native investment bank for buying SMBs,"New York, NY, USA","W24,B2B"
Delve,"HIPAA and SOC 2 in days, not months.","San Francisco, CA, USA","W24,B2B,Security"
Overeasy,Go from idea to CV model 100x faster,"San Francisco, CA, USA","S24,B2B"
Andy AI,Faster clinical documentation for home health nurses,"San Francisco, CA, USA","W24,Healthcare,Healthcare IT"
Hazel,AI-enabled procurement software for government,,"W24,Government"
Shiboleth,Shiboleth automates lending compliance for financial institutions…,"New York, NY, USA","W24,B2B,Security"
Aftercare,Conversational post-purchase surveys using AI,"San Francisco, CA, USA","W24,B2B,Marketing"
Soundry AI,Professional Quality AI Music Creation,"Seattle, WA, USA","W24,Consumer,Content"
Elodin,The future of aerospace software.,"San Francisco, CA, USA","W24,Industrials,Aviation and Space"
HostAI,The operating system for managing vacation rentals. ,"San Francisco, CA, USA","W24,B2B"
Trieve,Infrastructure for search teams building retrieval and RAG,"San Francisco, CA, USA","W24,B2B,Infrastructure"
Tensorfuse,Run serverless GPUs on your own cloud,,"W24,B2B,Engineering, Product and Design"
Toma,AI for auto dealerships,,"W24,B2B,Operations"
Carma,Same-Day Auto Repair for Commercial Fleets.,"San Francisco, CA, USA","W24,B2B,Marketing"
Preloop,Translate your experimental scripts into production ML services,,"W24,B2B,Engineering, Product and Design"
Superagent,ChatGPT for Compliance,"San Francisco, CA, USA","W24,B2B"
Bilanc,The Unit Economics Platform,"London, England, United Kingdom","W24,B2B,Finance and Accounting"
AdRizz.com,AI Generator for Ad Creatives,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
Browser Buddy,Recommendations across the web,"San Francisco, CA, USA","W24,Consumer,Content"
Astro Mechanica,New jet engines for the new Jet Age.,"San Francisco, CA, USA","W24,Industrials,Aviation and Space"
CodeAnt AI,AI Code Reviewer,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
Draftaid,Go from 3D models to CAD drawings using AI,"Toronto, ON, Canada","W24,B2B,Engineering, Product and Design"
Metofico,No Code Data Analysis for Life Science Research,"London, England, United Kingdom","W24,B2B,Engineering, Product and Design"
Ellipsis,AI code reviews & bug fixes,,"W24,B2B,Engineering, Product and Design"
Dime,The Factory Operating System,,"W24,B2B"
Lytix,Analytics and alerts that make sense. ,"New York, NY, USA","W24,B2B,Engineering, Product and Design"
Pythagora (GPT Pilot),OSS dev tool that builds entire apps from scratch by talking to you,,"W24,B2B,Engineering, Product and Design"
Wuri,"App to read fiction stories as visual novels with images, videos,…",,"W24,Consumer,Content"
Open,Autopilot customer support that saves you $100K a year,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
Aedilic,Aedilic is building gpudeploy.com,"Palo Alto, CA, USA","W24,B2B"
Salvy,Mobile carrier for businesses in Brazil,"Curitiba, PR, Brazil","W24,B2B,Operations"
Centralize,The AI-powered relationship intelligence platform for enterprise sales,"San Francisco, CA, USA","W24,B2B,Sales"
phospho,Open Source Text Analytics for LLM Apps,"San Francisco, CA, USA","W24,B2B,Analytics"
Quantic,Next generation data for Sales teams.,"San Francisco, CA, USA","W24,B2B,Sales"
Resonance,Optimize NRR within your product,"San Francisco, CA, USA","W24,B2B,Marketing"
Firebender,Android Studio Coding Assistant,"San Francisco, CA, USA","W24,B2B,Sales"
Aether Energy,AI design and workflow software for solar installers worldwide,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
Fuse,AI contract analytics to maximize revenue for healthcare providers,"London, England, United Kingdom","S24,Healthcare"
Kiosk,WhatsApp Marketing for E-commerce,"Paris, Île-de-France, France","W24,B2B,Marketing"
Ragas,Building the open source standard for evaluating LLM Applications,"San Francisco, CA, USA","W24,B2B,Infrastructure"
sync labs,AI lipsync tool for video content creators,,"W24,B2B"
PandasAI,PandasAI is an open-source conversational data analysis platform with…,"Munich, BY, Germany","W24,B2B,Analytics"
Infinity,Business banking for cross-border SMBs & Startups,"Bengaluru, KA, India","W24,Fintech,Payments"
InQuery,AI-Native Operating System for the Insurance Industry,,"W24,Fintech,Insurance"
Markprompt,AI for customer support,"San Francisco, CA, USA","W24,B2B,Infrastructure"
Tamarind Bio,Easy to use computational biology tools for drug discovery,"San Francisco, CA, USA","W24,B2B"
Anaphero,Automating voice-based healthcare workflows,"Austin, TX, USA","W24,Healthcare"
Swift,Instant deposit API for brokerages and digital banks,"San Francisco, CA, USA","W24,Fintech,Payments"
Intercept,Helping CPG brands automatically flag and dispute invalid retail fees,"San Francisco, CA, USA","W24,B2B,Retail"
Creo,Build internal tools with AI,"Bengaluru, KA, India","W24,B2B,Engineering, Product and Design"
Decipher AI,Helping engineers understand and fix production bugs,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
Infinity AI,"Type a script, get a movie. ","San Francisco, CA, USA","W24,Consumer,Content"
Double,Design Your Own Stock Index,"San Francisco, CA, USA","W24,Fintech,Asset Management"
Speck,AI assistant for web automation,"San Francisco, CA, USA","W24,B2B,Productivity"
Guide Labs,Interpretable foundation models that are easy to steer and understand,"San Francisco, CA, USA","W24,B2B"
Central,"Automating BS work for founders - payroll, benefits, govt. filings etc","San Francisco, CA, USA","S24,B2B,Human Resources"
OmniAI,Build AI applications on your infrastructure,,"W24,B2B,Infrastructure"
Keywords AI,LLM monitoring platform for AI startups,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
PromptArmor,Security and Compliance for LLM Applications,,"W24,B2B,Security"
Zaymo,Interactive email builder for ecommerce brands,"Orem, UT, USA","W24,B2B,Marketing"
Glimmer,AI search for massive PDFs,"San Francisco, CA, USA","W24,B2B"
Celest,The Vercel of Flutter,"San Francisco, CA, USA","W24,B2B,Infrastructure"
Meticulate,The AI engine for world-class business research,,"W24,B2B,Finance and Accounting"
CloudCruise,An API to trigger workflows in the browser,"San Francisco, CA, USA","W24,B2B"
Attunement,Automation workflow for psychiatric assessments.,"San Francisco, CA, USA","W24,Healthcare"
Lucite,Automating deliverables for finance professionals. ,"New York, NY, USA","W24,B2B"
Selera Medical,"One-time, device-based treatment for heart failure","Mountain View, CA, USA","W24,Healthcare,Medical Devices"
OneGrep,AI Agent for DevOps Workflow Automation,"New York, NY, USA","W24,B2B,Engineering, Product and Design"
Parasale,AI Recruiter: Find and Engage Candidates on Autopilot,"San Francisco, CA, USA","W24,B2B,Recruiting and Talent"
Tusk,AI agent that fixes customers' bugs instantly,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
PartnerHQ,A marketplace for B2B businesses to buy warm intros. ,,"W24,B2B,Sales"
atopile,We make tools to design electronics circuit boards with code,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
Airfront,AI automation platform for your email inbox,"San Francisco, CA, USA","W24,B2B,Productivity"
SynsoryBio,"""If-then"" conditional logic for protein drugs","Cambridge, MA, USA","W24,Healthcare,Therapeutics"
Yoneda Labs,Foundation Model for Chemical Manufacturing,,"W24,B2B"
TokenOwl,AI portfolio tools for the next generation of finance,"New York, NY, USA","W24,Fintech"
Hona,AI to help physicians intake and treat patients,"San Francisco, CA, USA","W24,Healthcare,Healthcare IT"
Topo,AI sales agent custom trained for each company to reach the best leads,"Paris, Île-de-France, France","W24,B2B,Sales"
Trellis,AI-powered workflows for unstructured data,,"W24,B2B"
Ecliptor,AI and Embeddings. ,"San Francisco, CA, USA","W24,B2B,Sales"
Greenboard,'Rippling' for Financial Compliance and Operations ,,"W24,Fintech"
Eggnog,Youtube for AI-generated content,"New York, NY, USA","W24,Consumer"
Simplex,Synthetic vision datasets for foundation model training,"San Francisco, CA, USA","S24,B2B,Engineering, Product and Design"
Artisan,"AI Employees Called Artisans, Starting With An AI BDR","San Francisco, CA, USA","W24,B2B"
Octolane AI,Building AI-first Salesforce,"San Francisco, CA, USA","W24,B2B,Sales"
SuretyNow,The Modern Surety Bond Platform,"Austin, TX, USA","W24,Fintech,Insurance"
Roe AI,"Data warehouse to query unstructured data like docs, webs, imgs & more","San Mateo, CA, USA","W24,B2B,Infrastructure"
FurtherAI,AI workforce for insurance industry,,"W24,B2B"
Arini,AI receptionist for dentists,"San Francisco, CA, USA","W24,Healthcare,Healthcare IT"
Paradigm,A reimagined workspace with AI at its core,"San Francisco, CA, USA","W24,B2B"
PointOne,Automated time tracking and billing for law firms.,,"W24,B2B,Legal"
Patchwork,Your team’s AI powered communication tool,"San Francisco, CA, USA","W24,B2B,Productivity"
Starlight Charging,Ultra-low-cost EV charging for condos and apartments,"Austin, TX, USA","W24,Industrials,Energy"
Assembly,Contextual Code Search for engineering teams ,"San Francisco, CA, USA","W24,B2B,Productivity"
MathDash,Turning Math into a Sport,,"W24,Education"
Leaping,Automate bug resolution,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
Basalt Tech,"Autonomy in space, for every mission","San Francisco, CA, USA","W24,Industrials,Aviation and Space"
Carousel Technologies,Professional AI toolkit for PowerPoint,"New York, NY, USA","W24,B2B,Finance and Accounting"
Agentic Labs,AI system design tools for dev teams,"New York, NY, USA","W24,B2B,Engineering, Product and Design"
Fractal Labs,AI game engine powering self-generating open world RPGs,,"W24,Consumer,Gaming"
Pivot Robotics,AI for Robot Arms in Factories,"San Francisco, CA, USA","W24,Industrials,Manufacturing and Robotics"
Aidy,We help government affairs professionals track and analyze legislation,"San Francisco, CA, USA","W24,B2B,Operations"
DGI Apparel,Expedia for ordering blank apparel,"New York, NY, USA","W24,B2B,Supply Chain and Logistics"
Buster,Infrastructure to connect LLMs and databases,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
Garage,Marketplace for used firefighting equipment.,,"W24,B2B"
Mango Health,We get physicians paid for sending patients to therapy.,"San Francisco, CA, USA","W24,Healthcare"
"Argon AI, Inc.",AI for Pharma Intelligence ,,"W24,Healthcare"
nCompass Technologies,Deploy hardware accelerated AI models with only one line of code,Remote,"W24,B2B,Engineering, Product and Design"
Pretzel AI,Open-source & AI-native replacement for Jupyter Notebooks,"Berlin, Berlin, Germany","W24,B2B,Analytics"
Apriora,Your AI recruiter for interviewing and identifying the best talent,"San Francisco, CA, USA","W24,B2B,Recruiting and Talent"
malibou,the first all-in-one payroll and HR software for French SMBs,"Paris, IDF, France","W24,B2B,Human Resources"
Quary,The first in-browser analytics engineering platform,"London, England, United Kingdom","W24,B2B,Analytics"
Hemingway,Modern Patient Management for Retail Healthcare,"San Francisco, CA, USA","W24,B2B"
Tile,AI-first notebook for building operational data apps,"New York, NY, USA","W24,B2B,Analytics"
Adagy Robotics,Rescuing robots,,"W24,Industrials,Manufacturing and Robotics"
Momentic,Automated testing with generative AI,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
Reducto,Unlocking data behind complex documents,,"W24,B2B,Engineering, Product and Design"
Vectorview,Building custom evaluation tasks for AI,,"W24,B2B,Engineering, Product and Design"
Maia,AI relationship app that keeps couples together,"San Francisco, CA, USA","W24,Healthcare,Consumer Health and Wellness"
Poka Labs,The modern operating system for chemical manufacturing.,"San Francisco, CA, USA","S24,B2B"
"Nuanced, Inc.","Nuanced detects AI fraud, deepfakes, and misinformation. ",Remote,"W24,B2B"
Precip,High precision AI weather models,Remote,"W24,B2B"
Tracecat,Open source Tines / Splunk SOAR alternative for security engineers.,"San Francisco, CA, USA","W24,B2B,Security"
Kabilah,Simplifying Patient Handoff for Nurses,"Stanford, CA, USA","W24,Healthcare"
Sonia,AI Therapy for Mental Health,"San Francisco, CA, USA","W24,Healthcare,Consumer Health and Wellness"
MAIHEM,AI agents that test AI products ,,"W24,B2B,Analytics"
ion design,Your front end team in a box - Prompt to code & Figma to code,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
Duckie,AI technical support engineer that handles tickets.,,"W24,B2B,Engineering, Product and Design"
Happenstance,People search powered by AI,Remote,"W24,Consumer"
Ubicloud,Open source alternative to AWS,,"W24,B2B,Infrastructure"
Greptile,AI expert on your codebase that you can query via an API,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
PurplePages,Purple is an AI agent for online local marketplace transactions.,"San Francisco, CA, USA","W24,Consumer,Home and Personal"
ego,AI-native 3D simulation engine ,,"W24,Consumer"
Leya,The AI workspace for lawyers,"Stockholm, Stockholm County, Sweden","W24,B2B,Legal"
Scritch,AI operating system for veterinary care,"San Francisco, CA, USA","W24,Healthcare"
RadMate AI,Copilot for radiologists,"San Francisco, CA, USA","W24,Healthcare"
OpenPipe,Turn expensive prompts into cheap fine-tuned models,"Seattle, WA, USA","S23,B2B,Engineering, Product and Design"
SSOReady,Open source developer tools for enterprise single sign-on,"San Francisco, CA, USA","W24,B2B"
Relari,Testing and Simulation Stack for GenAI Systems,,"W24,B2B,Infrastructure"
DryMerge,Automate work with plain English.,"San Francisco, CA, USA","W24,B2B"
Navier AI,Real-Time CFD Simulations,,"W24,Industrials,Aviation and Space"
Upsolve AI,"Customer-facing analytics as a service, powered by AI.",,"W24,B2B,Analytics"
SciPhi,Build and deploy  production-ready RAG,"San Francisco, CA, USA","W24,B2B,Engineering, Product and Design"
Gumloop,A no-code platform for automating workflows with AI,,"W24,B2B"
Driver AI,Understand millions of lines of code in minutes.,,"W24,B2B"
Lantern,Postgres vector database extension to build AI applications,"San Francisco, CA, USA","W24,B2B"
Danswer,Open Source AI Assistant and Enterprise Search,,"W24,B2B,Productivity"
Flex,Stripe for HSA/FSA payments,Remote,"S23,Fintech,Payments"
Martin,"Your AI butler, like Jarvis.",,"S23,Consumer"
Healthtech 1,Automating repetitive processes in healthcare,"London, England, United Kingdom","S23,Healthcare,Healthcare IT"
Feanix Biotechnologies,Farm Genetics Made Easy - Using DNA and Software,"Asheville, NC, USA","S23,Industrials,Agriculture"
Orbio Earth,Tracking methane emissions with satellites,Remote,"S23,B2B,Analytics"
CodeStory,"Aide is an AI-native , privacy-first IDE built on top of VSCode","London, England, United Kingdom","S23,B2B,Engineering, Product and Design"
CatX,The digital marketplace for insurance risk ,,"S23,Fintech,Insurance"
Coba,Dual Currency Accounts For LatAm,"Monterrey, N.L., Mexico","S23,Fintech"
Taylor AI,Unified Platform for Text Enrichment,"San Francisco, CA, USA","S23,B2B,Engineering, Product and Design"
Tempo Labs,AI design tool like figma which can edit any react codebase,"Toronto, ON, Canada","S23,B2B,Engineering, Product and Design"
Curatle,the Amazon search for all products on the internet,"Irvine, CA, USA","S23,Consumer"
Autotab,The digital robot that does your repetitive work,,"S23,B2B,Productivity"
Flair Health,Platform to reduce care gaps for patients with inflammatory disease,"San Francisco, CA, USA","S23,Healthcare,Healthcare IT"
Olio Labs,Combination therapeutics for the world's toughest diseases,Remote,"S23,Healthcare,Drug Discovery and Delivery"
truemetrics,Helping logistics companies to deliver to their customer’s doorstep.,"Berlin, Berlin, Germany","S23,B2B,Supply Chain and Logistics"
Glide,Let users pay for onchain transactions with any token on any chain,"New York, NY, USA","S23,B2B,Infrastructure"
Wattson Health,Software for pharmacies to manage RXs and automate manual workflows,,"S23,Healthcare,Healthcare IT"
Constructable,AI copilot for construction teams,"Santa Barbara, CA, USA","S23,Real Estate and Construction,Construction"
innkeeper,AI-native software stack for running a hotel,"San Francisco, CA, USA","S23,B2B"
Nowadays,AI co-pilot for corporate event planning,,"S23,B2B,Operations"
Structured,Simplify Data Consumption for Business Users,,"S23,B2B,Engineering, Product and Design"
Twine,AI text message receptionist for SMBs,"San Francisco, CA, USA","S23,B2B,Sales"
Srcbook,TypeScript notebooks,,"S23,B2B,Infrastructure"
Simbie Health,Filling gaps in transitions of care,,"S23,Healthcare"
Foundation,Shopify for Homebuilders,"Boulder, CO, USA","S23,Real Estate and Construction,Housing and Real Estate"
AiSDR,AI sales prospecting. Replace your SDR with AiSDR,"San Francisco, CA, USA","S23,B2B,Sales"
Giga ML,AI customer service agent for B2C  Companies,"San Francisco, CA, USA","S23,B2B,Engineering, Product and Design"
Saatvy,Root cause help for chronic conditions,"San Jose, CA, USA","S23,Healthcare,Consumer Health and Wellness"
Affinity,A compliance training platform built for regulated industries.,"New York, NY, USA","S23,B2B"
FlowiseAI,Open source Low-Code LLM development platform,Remote,"S23,B2B,Engineering, Product and Design"
Shadeform,The GPU Cloud Marketplace,,"S23,B2B,Engineering, Product and Design"
Ten,Helping developers understand code remarkably fast.,"Limerick, County Limerick, Ireland","S23,B2B,Productivity"
Cargo,Building the data stack for revenue teams,"San Francisco, CA, USA","S23,B2B,Sales"
CheqUPI,India's first UPI wallet for foreign nationals and NRIs,"Bengaluru, KA, India","S23,Fintech"
Roame,Google flights using credit card points and miles,"San Francisco, CA, USA","S23,Fintech,Consumer Finance"
dili,The Most Reliable LLM for Diligence on High-Stakes Deals,"New York, NY, USA","S23,B2B,Finance and Accounting"
Instaclass,Make a masterclass on literally anything,"San Francisco, CA, USA","S23,Consumer,Content"
Trayd,A construction payroll platform designed for same-day pay.,"New York, NY, USA","S23,B2B,Finance and Accounting"
Cair Health,Predictive analytics and automation for medical claims,,"S23,Healthcare,Healthcare IT"
ParadeDB,Postgres for Search and Analytics,"New York, NY, USA","S23,B2B"
Eden Care,Digital health insurance for employers in Africa,"Nairobi, Nairobi County, Kenya","S23,Fintech,Insurance"
Quill AI,AI Powered Equity Research Platform,"New York, NY, USA","S23,B2B,Finance and Accounting"
Strada,AI agent for workflow automation,"San Francisco, CA, USA","S23,B2B,Engineering, Product and Design"
AgentsForce,AI support agents to solve the tickets that reach humans,"Tel Aviv-Yafo, Tel Aviv District, Israel","S23,B2B"
Smobi,Zillow for SMB Sales,"New York, NY, USA","S23,Consumer"
Tiptap,Developer toolkit for building collaborative apps.,"Berlin, Berlin, Germany","S23,B2B,Engineering, Product and Design"
RecipeUI,The open source Postman alternative.,"New York, NY, USA","S23,B2B,Engineering, Product and Design"
Fiber AI,We automate SDR / BDR prospecting & outbound sales workflows using AI,"San Francisco, CA, USA","S23,B2B"
